0,main,third_party/toolchains/preconfig/ubuntu16.04/clang/tools/cpp/empty.cc,1
0,main,third_party/toolchains/preconfig/ubuntu16.04/gcc7_manylinux2010/tools/cpp/empty.cc,1
0,main,third_party/toolchains/preconfig/centos6/gcc7/tools/cpp/empty.cc,1
0,InitializeVariables,tensorflow/tools/benchmark/benchmark_model.cc,54
0,CreateTensorsFromInputInfo,tensorflow/tools/benchmark/benchmark_model.cc,75
0,GetOutputShapes,tensorflow/tools/benchmark/benchmark_model.cc,117
0,CalculateFlops,tensorflow/tools/benchmark/benchmark_model.cc,149
0,RecordBenchmarkEntry,tensorflow/tools/benchmark/benchmark_model.cc,215
0,SleepSeconds,tensorflow/tools/benchmark/benchmark_model.cc,232
0,InitializeSession,tensorflow/tools/benchmark/benchmark_model.cc,249
0,RunBenchmark,tensorflow/tools/benchmark/benchmark_model.cc,284
0,TimeMultipleRuns,tensorflow/tools/benchmark/benchmark_model.cc,321
0,Main,tensorflow/tools/benchmark/benchmark_model.cc,368
0,CreateTestGraph,tensorflow/tools/benchmark/benchmark_model_test.cc,29
0,TEST,tensorflow/tools/benchmark/benchmark_model_test.cc,50
0,TEST,tensorflow/tools/benchmark/benchmark_model_test.cc,78
0,main,tensorflow/tools/benchmark/benchmark_model_main.cc,18
0,ZeroOutOp,tensorflow/tools/ci_build/builds/user_ops/zero_out_op_kernel_1.cc,36
0,Compute,tensorflow/tools/ci_build/builds/user_ops/zero_out_op_kernel_1.cc,40
0,AddOneKernelLauncher,tensorflow/tools/ci_build/builds/user_ops/cuda_op_kernel.cc,31
0,AddOneOp,tensorflow/tools/ci_build/builds/user_ops/cuda_op_kernel.cc,33
0,Compute,tensorflow/tools/ci_build/builds/user_ops/cuda_op_kernel.cc,37
0,RealMain,tensorflow/tools/optimization/gpu_optimization_pass_runner_main.cc,31
0,main,tensorflow/tools/optimization/gpu_optimization_pass_runner_main.cc,81
0,FakeDevice,tensorflow/tools/optimization/optimization_pass_runner.cc,47
0,Sync,tensorflow/tools/optimization/optimization_pass_runner.cc,53
0,Make,tensorflow/tools/optimization/optimization_pass_runner.cc,54
0,Sync,tensorflow/tools/optimization/optimization_pass_runner.cc,57
0,Make,tensorflow/tools/optimization/optimization_pass_runner.cc,61
0,FindPassWithName,tensorflow/tools/optimization/optimization_pass_runner.cc,69
0,CrashOnErrorCollector,tensorflow/tools/proto_text/gen_proto_text_functions.cc,28
0,AddError,tensorflow/tools/proto_text/gen_proto_text_functions.cc,33
0,IsPlaceholderFile,tensorflow/tools/proto_text/gen_proto_text_functions.cc,45
0,MainImpl,tensorflow/tools/proto_text/gen_proto_text_functions.cc,71
0,main,tensorflow/tools/proto_text/gen_proto_text_functions.cc,153
0,TEST,tensorflow/tools/proto_text/gen_proto_text_functions_lib_test.cc,69
0,TEST,tensorflow/tools/proto_text/gen_proto_text_functions_lib_test.cc,221
